Country,Country_Code,Year,total_population,population_density_sq_km,urban_population_percent,rural_population_percent,electricity_access_percent,renewable_energy_consumption_percent,clean_fuel_tech_cooking_percent,co2_emissions_excl_lulucf
Moldova,MDA,2015,2835978,98.75606783,42.49,57.51,99.9,24.7,96.1,8.1636
Moldova,MDA,2016,2803186,97.61416583,42.511,57.489,99.9,25.3,96.6,8.3042
Moldova,MDA,2017,2755189,95.90938838,42.557,57.443,100,26.1,96.8,8.1896
Moldova,MDA,2018,2707203,94.25439467,42.629,57.371,100,25.3,97,8.7553
Moldova,MDA,2019,2664224,92.75609357,42.726,57.274,100,22,97.3,9.0374
Moldova,MDA,2020,2635130,91.74732605,42.849,57.151,100,22.3,97.4,8.7757
Slovak Republic,SVK,2008,5379233,111.8343659,55.111,44.889,100,7.6,100,40.6952
Slovak Republic,SVK,2009,5386406,112.006779,54.96,45.04,100,10,100,36.8926
Slovak Republic,SVK,2010,5391428,112.1088769,54.685,45.315,100,10.3,100,39.3279
Slovak Republic,SVK,2011,5398384,112.2605224,54.42,45.58,100,10.4,100,37.5573
Slovak Republic,SVK,2012,5407579,112.4517343,54.28,45.72,100,10.5,100,35.8384
Slovak Republic,SVK,2013,5413393,112.5726377,54.14,45.86,100,10.7,100,36.1493
Slovak Republic,SVK,2014,5418649,112.7006864,54,46,100,12.2,100,33.6589
Slovak Republic,SVK,2015,5423801,112.8031488,53.889,46.111,100,13.4,100,34.1112
Slovak Republic,SVK,2016,5430798,112.9533694,53.806,46.194,100,13.1,100,35.0566
Slovak Republic,SVK,2017,5439232,113.1287854,53.751,46.249,100,12.4,100,37.3056
Slovak Republic,SVK,2018,5446771,113.2855865,53.726,46.274,100,12.4,100,36.6487
Slovak Republic,SVK,2019,5454147,113.4389975,53.729,46.271,100,17.6,100,34.4752
Slovak Republic,SVK,2020,5458827,113.5363353,53.76,46.24,100,17.6,100,32.31
